review	constructive
TITLE: Rooftop nights | TEXT: My first time here, i was invited at the rooftop for the Motown nights every Thursday. Very good, decent and behaved crowds.  Opens 7-10.  Definitely for someone who is a Motown music fan.  We danced the night away.  Drinks are priced reasonably.  One big bonus is the very, very nice sunset view.  Gets really really busy by 8:30. This placed has started putting Stockton on the map again.  Downtown has been so sleepy in the past few years.  I hope this will go on and on. Four stars for I saw some little kids in this very adult venue.	1
TITLE: You just need to go! | TEXT: When I tell you that the food in this place, and the service, are top-tier and impeccable, I state that with no exaggeration. You have got to go to this restaurant! The standouts for me were definitely the rabbit and the apricot and raspberry tart topped with lemongrass ice cream. Words cannot express the delectable meal you will experience!	0
TITLE: Hospitality and seafood excellence | TEXT: For a special occasion dinner, this restaurant and staff exceeded my expectations. We went mid week, counter seating. Staff attentive and provided nice little extras like a hook for my handbag, a lobby coat rack, warm, wet hand towels. Chef owner Hiro himself cooked and served. We indulged in a paired sake tasting with the meal and it was educational and tasty. The food was excellent, seafood melt in your mouth, and quite varied for late winter, some sourced from Japan. Hiro provided context for each course, how it related to the overall theme of the meal. The atmosphere was easygoing, organized, courses timed nicely, I could not have asked for a better dining experience.	1
TITLE: Blessing in disguise! | TEXT: My husband called and made a reservation at Bella Vista to celebrate my birthday.  When we arrived at the restaurant, it was closed for a private party!!!  Seems to me the restaurant needs to do better training.  Needless to say, we were not really excited to eat there after reading Yelp reviews online.	1
TITLE: Avoid this place | TEXT: I visited Nusr-Et in Istanbul and had an excellent experience, so I was expecting something similar from this branch — but it fell far short. The service was very poor, and the meal was wildly overpriced.  The staff lacked professionalism and attention, which made the entire experience disappointing. Management should seriously address the service quality.  Overall, I felt scammed. Not recommended at all. Avoid this place.	0
TITLE: Brunch by the Park... | TEXT: TY, TY, TY!!!!!  For being awesome, being opened and being SO TASTY!!!!!  Hubby and I had some business Downtown and we were looking for an awesome brunch spot!!!  OH MY GOODNESS, the Bergen Benedict and Creme Brule  French Toast were FABULOUS with lattes!!!  Simply the TASTIEST!!!!! <3	0
TITLE: Awesome front desk | TEXT: The staff at front desk is outstanding. Especially Tatiana, and her associate. They adjusted our 3rd party booking like true professionals.	1
TITLE: Great Food; Extremely Hot!! | TEXT: I love Jamaican food and so we went to their new location in Stockton on Pershing.  The Jerk Chicken was so good but unfortunately it was also unbearably hot.  I know Scotch Bonnet peppers will take your head off and I wish they could make a more moderate version of Jerk Chicken without so much heat.  I really want to eat this dish but neither I nor my husband can stand how hot it was.  My husband is a real champion when it comes to eating hot food; he's not wimpy like me.  He says he can't eat that dish again either.  I hope the owner will read this review.	1
TITLE: Great service with a lovely view | TEXT: ES is a very friendly restaurant with great service, delicious food and a lovely view of the harbour in Turunc. There is a nice selection of local and western dishes to choose from and the steaks are very good. Highly recommended.	0
TITLE: Deserving 3 Michelin Stars*** | TEXT: Wow! This was the best tasting menu of our lives and we have traveled all around the world. We have been to places with more courses and more creative presentations. However, ranking purely on taste, Friday, Saturday, Sunday is our new number one. Every dish was scrumptious and the service was first rate! We loved the chef’s use of textures with complex flavors and just the right amount of crunch. We can’t wait to come back with other friends and family!	0
